"","WOType","Borough","WOCategory","WOWoodRemains","WOWireConflict","CreatedDate"
"292","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"293","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"294","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"295","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"296","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"297","Tree Down","Staten Island","Post-Failure Tree/Debris Removal","Unprocessed Wood","No Util Conflict Present","20/02/06"
"298","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/12"
"299","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/27"
"300","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/14"
"301","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"302","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"303","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"304","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"305","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"306","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"307","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"308","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/28"
"309","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"310","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/17"
"311","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/20"
"312","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"313","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"314","Tree Plant-Park Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/06"
"315","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"316","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"317","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"318","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/10"
"319","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"320","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"321","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"322","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/20"
"323","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"324","Pruning","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/18"
"325","Pruning","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/24"
"326","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"327","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"328","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"329","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
"330","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/07"
"331","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"332","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/14"
"333","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/17"
"334","Tree Plant-Street Tree","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/03"
"335","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
"336","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"337","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"338","Pruning","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/26"
"339","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"340","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"341","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/14"
"342","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"343","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"344","Stump Removal for Tree Planting","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/19"
"345","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"346","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/17"
"347","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"348","Stump Removal","Staten Island","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/20"
"349","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"350","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/12"
"351","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"352","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/17"
"353","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/01"
"354","Tree Removal","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/25"
"355","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/28"
"356","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"357","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/14"
"358","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"359","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"360","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/26"
"361","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/15"
"362","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"363","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"364","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"365","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/14"
"366","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"367","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"368","Tree Removal","Staten Island","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/26"
"369","Stump Removal","Staten Island","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/25"
"370","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"371","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"372","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"373","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"374","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/18"
"375","Tree Removal","Manhattan","Risk Mitigation","Unprocessed Wood","No Util Conflict Present","20/02/12"
"376","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/03"
"377","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/25"
"378","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/28"
"379","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"380","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/14"
"381","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/12"
"382","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/01"
"383","Tree Plant-Park Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/27"
"384","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"385","Tree Down","Brooklyn","Post-Failure Tree/Debris Removal","< 12 in diam, <4 ft length","No Util Conflict Present","20/02/28"
"386","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"387","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"388","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"389","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"390","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/12"
"391","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/19"
"392","Tree Removal","Brooklyn","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/01"
"393","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/27"
"394","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/04"
"395","Hanging Limb","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/29"
"396","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
"397","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/06"
"398","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/05"
"399","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
"400","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"401","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/20"
"402","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"403","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/28"
"404","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/05"
"405","Tree Plant-Street Tree","Brooklyn","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/14"
"406","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/14"
"407","Hanging Limb","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/06"
"408","Tree Plant-Street Tree","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/14"
"409","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
"410","Tree Removal","Queens","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/06"
"411","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"412","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/26"
"413","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/27"
"414","Block Pruning","Queens","Block Pruning","No Wood Debris","Electric Utility Open","20/02/24"
"415","Stump Removal","Brooklyn","Stump Removal","No Wood Debris","No Util Conflict Present","20/02/11"
"416","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"417","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
"418","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/01"
"419","Stump Removal for Tree Planting","Manhattan","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/13"
"420","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"421","Tree Plant-Street Tree Block","Queens","Tree Planting","No Wood Debris","No Util Conflict Present","20/02/04"
"422","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/13"
"423","Pruning","Bronx","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/20"
"424","Tree Removal","Manhattan","Risk Mitigation","Unprocessed Wood","No Util Conflict Present","20/02/03"
"425","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"426","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/24"
"427","Block Pruning","Brooklyn","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/03"
"428","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/10"
"429","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/04"
"430","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/26"
"431","Block Pruning","Queens","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/04"
"432","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/24"
"433","Block Pruning","Bronx","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/06"
"434","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/12"
"435","Pruning","Manhattan","Risk Mitigation","No Wood Debris","No Util Conflict Present","20/02/07"
"436","Block Pruning","Staten Island","Block Pruning","No Wood Debris","No Util Conflict Present","20/02/11"
